,text,face
274,(L.),"Font: 'Times-Italic' (italic, serifed, proportional), size 10.9449, color #000000"
275," Béguinot,","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
276, P. diffusa,"Font: 'Times-Roman' (serifed, proportional), size 11.003, color #000000"
277, Mert.,"Font: 'Times-Italic' (italic, serifed, proportional), size 10.9449, color #000000"
278," et Koch,","Font: 'Times-Roman' (serifed, proportional), size 11.0057, color #000000"
279, P.,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
280, ramiflora,"Font: 'Times-Italic' (italic, serifed, proportional), size 10.9449, color #000000"
281," Moench (P. CXXIII, n. 3). —","Font: 'Times-Italic' (italic, serifed, proportional), size 11, color #000000"
282,2J..,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
283, Plante entièrement herbacée ou sous-frutescente à la base. Tige plus ou moins,"Font: 'Times-Roman' (serifed, proportional), size 10.9628, color #000000"
284,"villeuse, à poils courts, dressée ou diffuse, très feuillée, simple ou rameuse. Feuilles","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
285,tantôt,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
286," oblongues-lancéolées,","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
287," pouvant atteindre 10 cm., tantôt ovales, souvent ré-","Font: 'Times-Roman' (serifed, proportional), size 10.9767, color #000000"
288,"duites, plus ou moins pubescentes, en coin ou arrondies à la base, longuement ou","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
289,"très brièvement pétiolées. Inflorescences à l'aisselle des feuilles, 3-10 mm. de dia-","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
290,"mètre, pauciflores, denses, à bractées nettement concrescentes à la base, à périanthe","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
291,"des fleurs fertiles accrescent après l'anthèse, devenant tubuleux, et plus ou moins","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
292,teinté de,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
293, brun-rouillé.,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
294,"La forme à feuilles nettement pétiolées, la plus répandue, présente en Europe","Font: 'Times-Roman' (serifed, proportional), size 10.964, color #000000"
295,"et en Afrique du Nord, est aussi prédominante dans nos contrées, et correspond aux","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
296,désignations de,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
297, P. diffusa,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
298, Mert. et Koch et de,"Font: 'Times-Italic' (italic, serifed, proportional), size 10.9449, color #000000"
299, ramiflora,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
300, Moench. Ces deux,"Font: 'Times-Italic' (italic, serifed, proportional), size 10.9449, color #000000"
301, noms,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
302, sont,"Font: 'Times-Roman' (serifed, proportional), size 11, color #000000"
303,évidemment postérieurs,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
304, à,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
305, celui,"Font: 'Times-Roman' (serifed, proportional), size 11.3252, color #000000"
306, de,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
307," judaica,","Font: 'Times-Roman' (serifed, proportional), size 11, color #000000"
308, remontant,"Font: 'Times-Italic' (italic, serifed, proportional), size 10.989, color #000000"
309, à,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
310, 1756,"Font: 'Times-Roman' (serifed, proportional), size 11.3252, color #000000"
311, et à,"Font: 'Times-Roman' (serifed, proportional), size 11, color #000000"
312," LINNÉ,","Font: 'Times-Roman' (serifed, proportional), size 11.3252, color #000000"
313, dont,"Font: 'Times-Roman' (serifed, proportional), size 8.85539, color #000000"
314, STRAND,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
315,était l'élève.,"Font: 'Times-Roman' (serifed, proportional), size 8.85539, color #000000"
316,"Ce nom, en","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
317," fait, d'après l'exemplaire","Font: 'Times-Roman' (serifed, proportional), size 11.3252, color #000000"
318, de,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
319, l'Herbier,"Font: 'Times-Roman' (serifed, proportional), size 11.3252, color #000000"
320, de,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
321," LINNÉ,","Font: 'Times-Roman' (serifed, proportional), size 11.3252, color #000000"
322," était donné,","Font: 'Times-Roman' (serifed, proportional), size 8.85539, color #000000"
323, au,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
324,"sens étroit,","Font: 'Times-Roman' (serifed, proportional), size 11.3252, color #000000"
325, à la,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
326, forme,"Font: 'Times-Roman' (serifed, proportional), size 11.3252, color #000000"
327, que,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
328, BOISSIER,"Font: 'Times-Roman' (serifed, proportional), size 11.3252, color #000000"
329, devait appeler,"Font: 'Times-Roman' (serifed, proportional), size 8.85539, color #000000"
330, brevipetiolata,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
331, propre,"Font: 'Times-Italic' (italic, serifed, proportional), size 11, color #000000"
332, à nos,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
333, contrées,"Font: 'Times-Roman' (serifed, proportional), size 11.3252, color #000000"
334,et à des régions relativement,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
335," proches"",","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
336, telle la Cyrénaïque.,"Font: 'Times-Roman' (serifed, proportional), size 10.9379, color #000000"
337,"Unies par des transitions continues et dotées de la même inflorescence, les deux","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
338,"formes se rejoignent parfois curieusement sur le même pied, un spécimen récolté à","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
339,Dera'a,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
340, ayant sur la tige principale les pétioles et la feuille du type,"Font: 'Times-Roman' (serifed, proportional), size 11, color #000000"
341," diffusa,","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
342, et sur les,"Font: 'Times-Italic' (italic, serifed, proportional), size 10.9449, color #000000"
343,rameaux ceux de,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
344, brevipetiolata.,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
345, lua.,"Font: 'Times-Italic' (italic, serifed, proportional), size 10.9449, color #000000"
346, première croît dans toutes les stations un tant soit,"Font: 'Times-Italic' (italic, serifed, proportional), size 10.9742, color #000000"
347,"peu fertiles, la seconde étant liée à des habitats très pauvres sur","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
348, sols,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
349, rocheux ou sur,"Font: 'Times-Roman' (serifed, proportional), size 11, color #000000"
350,"murailles, et aux conditions difficiles de climats subarides (nord de la Beqa'a,","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
351, Anti-,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
352,"Liban, Hauran).","Font: 'Times-Roman' (serifed, proportional), size 10.9255, color #000000"
353,Type,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
354, diffusa,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
355," Mert. et Koch. — Tiges peu lignifiées, dressées, non flexueuses.","Font: 'Times-Bold' (serifed, proportional, bold), size 10.9449, color #000000"
356,"Feuilles oblongues-ovales, atténuées aux deux extrémités, vertes, plus foncées et un","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
357,"peu luisantes, à la face supérieure, atteignant ordinairement 3-5 cm., portées sur","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
358,"des pétioles de un à trois centimètres ou davantage. Tige, pétioles, et limbes très","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
359,brièvement pubescents.,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
360,Type,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
361, brevipetiolata,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
362," Boiss. — Tiges plus ou moins lignifiées, surtout vers la","Font: 'Times-Bold' (serifed, proportional, bold), size 10.9449, color #000000"
363,"base, parfois sinueuse entre les feuilles. Celles-ci rapprochées, à pétioles de moins","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
364,"de 5 mm., souvent arrondies à la base, plus ou moins réduites, jusqu'à moins de","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
365,"5 mm. Tiges, pétioles et limbes revêtus d'une pubescence blanc-grisâtre.","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
366,Une des espèces les plus vulgaires et les plus répandues de toute notre flore.,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
367,"Rochers, vieux murs, jardins, bord des canaux, abords des lieux cultivés ou habités.","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
368,376 ,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
369,NOUVELLE FLORE,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
370,Floraison: toute l'année.,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
371,L.,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
372, Ct.,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
373, Nahr,"Font: 'Times-Italic' (italic, serifed, proportional), size 9.94987, color #000000"
374, Aouali,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
375," (Bl),","Font: 'Times-Roman' (serifed, proportional), size 10, color #000000"
376, Nahr,"Font: 'Times-Roman' (serifed, proportional), size 9.87193, color #000000"
377, Damour,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
378," (Mt), Beyrouth (nombreux collecteurs),","Font: 'Times-Roman' (serifed, proportional), size 10, color #000000"
379, Nahr-el-,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
380,Kelb,"Font: 'Times-Roman' (serifed, proportional), size 9.96318, color #000000"
381," (Pb), Tripoli (Bl).","Font: 'Times-Roman' (serifed, proportional), size 10, color #000000"
382, Mi.,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
383," 'Araya (Mt), Qrayé (Np), 'Abey (P).","Font: 'Times-Italic' (italic, serifed, proportional), size 9.94987, color #000000"
384, Sud.,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
385, Qala'at-ech-Choukif,"Font: 'Times-Italic' (italic, serifed, proportional), size 9.94987, color #000000"
386, (P).,"Font: 'Times-Roman' (serifed, proportional), size 10, color #000000"
387,Mm.,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
388," Cèdres,","Font: 'Times-Italic' (italic, serifed, proportional), size 9.94987, color #000000"
389," Dimane-Hasroun,","Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
390," Dimane,","Font: 'Times-Roman' (serifed, proportional), size 9.9962, color #000000"
391," Bcharré (Bl),","Font: 'Times-Roman' (serifed, proportional), size 9.95409, color #000000"
392, Neba'-l-Laban,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
393, (Gb).,"Font: 'Times-Roman' (serifed, proportional), size 10, color #000000"
394, Met.,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
395, Ksara,"Font: 'Times-Italic' (italic, serifed, proportional), size 10.0641, color #000000"
396, (Pb).,"Font: 'Times-Roman' (serifed, proportional), size 10, color #000000"
397,Sy.,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
398," Baalbeck, Fakié (Mt, var.","Font: 'Times-Italic' (italic, serifed, proportional), size 9.94987, color #000000"
399, brevipetiolata).,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
400, Herm.,"Font: 'Times-Italic' (italic, serifed, proportional), size 9.94264, color #000000"
401, Joubb Jennin (Gb).,"Font: 'Times-Italic' (italic, serifed, proportional), size 9.90954, color #000000"
402,S.,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
403, A.L.,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
404," Zebdani (Gb),","Font: 'Times-Italic' (italic, serifed, proportional), size 9.94987, color #000000"
405, Ouadi-el-Qarn,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
406," (Pb), Souq Ouadi Barada (Mt), Ma'loula, Madaya","Font: 'Times-Roman' (serifed, proportional), size 10, color #000000"
407,"(Pb), Yabroud (Mt, Pb).","Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
408, Haur.,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
409, Dera'a (Mt).,"Font: 'Times-Italic' (italic, serifed, proportional), size 9.94987, color #000000"
410, J.D.,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
411, Soueida (Mt).,"Font: 'Times-Italic' (italic, serifed, proportional), size 9.94987, color #000000"
412,"Aire géogr. — Europe surtout méridionale, Méditerranée, Asie antérieure.","Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
413,Parietaria qfficinalis,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
414," L., s.str. — P.","Font: 'Times-Italic' (italic, serifed, proportional), size 11, color #000000"
415, erecta,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
416, Mert. et Koch. — Cette plante se dis-,"Font: 'Times-Italic' (italic, serifed, proportional), size 10.9449, color #000000"
417,"tingue de la précédente par divers caractères, notamment les bractées libres et le","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
418,périanthe fructifié non accrescent en tube. Elle n'appartient pas à notre flore. Mais,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
